ctrlMSE	score	pMSE	p	BH
susceptibility to natural killer cell mediated cytotoxicity	118.305084502346	0.803173595474306	0.2	0.4	1
organic substance metabolic process	115.550015078643	0.803172201404882	0.4	0.6	1
heart looping	116.910430591563	0.803170624415974	0.8	0.8	1
viral translational termination-reinitiation	115.013059235072	0.8031647100565	0.4	0.6	1
cell separation after cytokinesis	123.389012633789	0.80316443550821	0.8	0.8	1
negative regulation of angiogenesis	115.11456683746	0.803148256637878	0.4	0.8	1
protein localization to extracellular region	123.635215885212	0.803147019425873	1	1	1
maintenance of protein location in extracellular region	123.635215885212	0.803147019425873	0.8	0.6	1
zinc II ion transmembrane transport	123.257517237393	0.803139090389101	1	0.6	1
barbed-end actin filament capping	116.570988579109	0.803137197982054	0.4	0.4	1
alcohol catabolic process	127.792109533546	0.803131917879758	1	0.4	1
sulfur compound biosynthetic process	118.885822494654	0.803124587416114	0.6	0.4	1
cellular response to fatty acid	125.107187922484	0.80312321256366	0.8	0.6	1
female gamete generation	122.323523296715	0.803122952509858	1	0.8	1
negative regulation of glucocorticoid receptor signaling pathway	120.790086718763	0.803120856311862	1	0.6	1
RNA 3'-end processing	115.599927398288	0.803114737560563	0.6	1	1
maintenance of DNA methylation	118.678513090238	0.803109210767604	0.6	0.8	1
intracellular transport of virus	115.944323954164	0.803100307212402	0.4	0.4	1
death-inducing signaling complex assembly	119.444409464333	0.803095868351459	0.6	0.8	1
negative regulation of lamellipodium organization	130.647410097105	0.803092041388676	1	0.8	1
eosinophil differentiation	122.175812012499	0.803087807085418	0.8	0.8	1
eosinophil fate commitment	122.175812012499	0.803087807085418	0.6	0.6	1
eosinophil activation involved in immune response	121.350221381327	0.80307474977042	0.6	0.6	1
eosinophil mediated immunity	121.350221381327	0.80307474977042	0.6	0.4	1
eosinophil activation	121.350221381327	0.80307474977042	0.8	0.4	1
eosinophil degranulation	121.350221381327	0.80307474977042	0.6	0.8	1
labyrinthine layer development	124.403036551182	0.80306770009457	0.6	0.6	1
negative regulation of stress-activated MAPK cascade	122.367297434217	0.803058376036007	0.6	0.8	1
negative regulation of stress-activated protein kinase signaling cascade	122.367297434217	0.803058376036007	0.8	0.8	1
regulation of astrocyte chemotaxis	125.26298751362	0.803049516836199	0.4	0.4	1
interleukin-6 production	120.25249834893	0.803042749981689	0.4	0.4	1
positive regulation of renal sodium excretion	125.07359964315	0.803042293240913	0.4	0.4	1
positive regulation of helicase activity	119.77908181811	0.80303004533614	0.6	0.4	1
endothelial cell fate commitment	123.615491420067	0.803029329035539	1	0.8	1
actin filament organization	118.552382960077	0.803028969104175	0.8	0.8	1
transcription from RNA polymerase II promoter	116.709843094726	0.803023954757328	1	0.8	1
germ cell development	120.450236526262	0.803017177325774	0.6	0.6	1
synaptic vesicle membrane organization	122.146454489444	0.802981068149891	0.2	0.2	1
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	117.988838720592	0.80297813089185	0.8	0.8	1
activation of immune response	116.774775665234	0.802977434516328	0.2	0.6	1
adenosine receptor signaling pathway	138.854368420165	0.802976495650236	0.8	0.4	1
G-protein coupled purinergic receptor signaling pathway	138.854368420165	0.802976495650236	1	0.6	1
somatic diversification of immune receptors via somatic mutation	120.537011075117	0.802963225189393	0.6	0.6	1
somatic hypermutation of immunoglobulin genes	120.537011075117	0.802963225189393	0.6	0.6	1
negative regulation of chemokine biosynthetic process	124.100159537654	0.802961733387097	0.4	0.2	1
regulation of I-kappaB phosphorylation	118.587762621752	0.802952759768172	0.6	0.6	1
positive regulation of I-kappaB phosphorylation	118.587762621752	0.802952759768172	0.2	0.2	1
transforming growth factor beta receptor signaling pathway	119.020544414817	0.802951002848113	0.8	0.8	1
regulation of ribonucleoprotein complex localization	120.689994071941	0.80294882925486	0.6	0.6	1
cellular chemical homeostasis	116.815250936245	0.802942139411202	0.4	0.4	1
DNA strand renaturation	117.705468870672	0.802938153445382	0.6	0.6	1
protein sulfation	120.159527658076	0.802930118185064	0.6	0.8	1
cellular ion homeostasis	116.838347400441	0.802928626306865	0.8	0.8	1
SMAD protein complex assembly	126.694020738346	0.80292058908469	0.8	0.4	1
triglyceride-rich lipoprotein particle remodeling	121.957658003084	0.802916964957663	1	0.6	1
positive regulation of smooth muscle cell differentiation	122.138619941435	0.802912186478735	0.6	0.8	1
adult locomotory behavior	121.557786296433	0.802905385402846	0.8	0.6	1
peptidyl-lysine modification	116.602284847396	0.802903678835242	0.4	0.6	1
regulation of sequestering of calcium ion	119.334309812874	0.802900409927361	1	1	1
negative regulation of histone H3-K27 methylation	117.17195571063	0.802896982914243	0.6	0.8	1
negative regulation of cyclic-nucleotide phosphodiesterase activity	119.627258441218	0.802896011665888	0.6	0.6	1
membrane depolarization during AV node cell action potential	121.01731696494	0.802892761843263	0.8	0.8	1
regulation of mitochondrial membrane potential	116.6245128026	0.80289069878925	0.4	0.4	1
negative regulation of blood vessel morphogenesis	115.195915484513	0.802870365675149	0.6	0.6	1
positive regulation of reactive oxygen species biosynthetic process	122.55301735516	0.80285128021979	1	1	1
regulation of growth	118.33224895627	0.802849092293565	0.2	0.4	1
cell cycle arrest	121.101125708268	0.802847525501852	1	0.8	1
Purkinje myocyte action potential	117.777206384344	0.802846923656088	0.6	0.6	1
membrane depolarization during Purkinje myocyte cell action potential	117.777206384344	0.802846923656088	0.6	0.8	1
negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	117.220960024316	0.802846602235854	0.6	0.6	1
negative regulation of T cell proliferation	116.240463683742	0.802845999557216	0.4	0.6	1
positive regulation of adenylate cyclase activity	120.573369937386	0.802825817742728	0.8	0.6	1
regulation of cell proliferation involved in heart morphogenesis	120.989024892104	0.802823489665534	0.8	0.6	1
response to fatty acid	125.153781039613	0.802821669223871	0.8	0.6	1
tetrahydrofolate interconversion	120.882707563057	0.802814877791022	0.2	0.4	1
ammonium transmembrane transport	121.488200020707	0.802803859269719	0.2	0.4	1
macromolecular complex assembly	118.227726922776	0.802797648833101	0.8	0.8	1
lymphocyte migration	120.523478197679	0.802796108723506	1	0.8	1
lateral ventricle development	123.368285329808	0.802792540709323	0.4	0.4	1
small molecule catabolic process	119.116365866318	0.802791591024895	0.8	0.8	1
regulation of very-low-density lipoprotein particle remodeling	125.613420413572	0.802778471633898	0.6	0.6	1
negative regulation of very-low-density lipoprotein particle remodeling	125.613420413572	0.802778471633898	0.6	0.4	1
regulation of ventricular cardiac muscle cell membrane repolarization	121.532746760211	0.802770545470535	0.8	0.8	1
dendrite development	119.72700454488	0.802758991538736	0.6	0.6	1
epithelial cell fate commitment	122.723814525012	0.802758976962557	0.8	0.6	1
purine nucleoside monophosphate catabolic process	121.444770180481	0.802756214946979	0.2	0.2	1
ribonucleoside monophosphate catabolic process	121.444770180481	0.802756214946979	0.8	0.4	1
purine ribonucleoside monophosphate catabolic process	121.444770180481	0.802756214946979	0.8	0.6	1
viral RNA genome replication	115.833997402405	0.802754496369483	0.6	0.6	1
purine nucleoside catabolic process	122.578888086775	0.802743050770736	0.6	0.6	1
purine ribonucleoside catabolic process	122.578888086775	0.802743050770736	0.8	0.8	1
embryonic skeletal system development	122.729082620885	0.80273275440182	0.8	0.6	1
regulation of apoptotic signaling pathway	118.564659992322	0.802730635471599	0.8	0.2	1
cellular cation homeostasis	116.926177402552	0.802724388173769	0.6	0.6	1
negative regulation of vasculature development	115.251260392557	0.802721643836005	0.4	0.4	1
negative regulation of multicellular organismal process	115.317475717972	0.802716257843499	0.4	0.6	1
Fc receptor mediated inhibitory signaling pathway	119.589037095173	0.802700436212907	0.4	0.4	1
membrane depolarization during atrial cardiac muscle cell action potential	121.041783987478	0.802691279373049	0.6	0.6	1
ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	120.489770581815	0.802686098727808	0.4	0.4	1
regulation of nervous system development	114.400547324392	0.802681451975	0.6	1	1
organic hydroxy compound catabolic process	127.333895350973	0.802681376984473	1	1	1
inorganic ion homeostasis	116.900770182125	0.802673632816136	0.4	0.4	1
disruption by host of symbiont cells	120.988059966878	0.802672760079219	0.6	0.4	1
protein localization to kinetochore	123.688421287533	0.802670524754924	0.4	0.2	1
membrane fission	119.341278690874	0.802668482578287	0.8	0.8	1
insulin-like growth factor receptor signaling pathway	118.423389815889	0.80266621271261	0.8	0.8	1
isoprenoid biosynthetic process	123.698399381866	0.802659450465939	0.8	0.4	1
regulation of B cell apoptotic process	118.7611837086	0.802658474143706	1	0.8	1
gene silencing	115.888065736834	0.802623806688352	0.4	0.6	1
positive regulation of sprouting angiogenesis	129.772812130772	0.802615670953944	1	1	1
cation homeostasis	116.940476429788	0.802615480051561	0.6	0.6	1
positive regulation of leukocyte activation	116.8181632345	0.802613481441438	0.8	1	1
negative regulation of telomeric DNA binding	122.087223461241	0.802611192626942	0.8	0.6	1
autophagosome organization	117.386565840025	0.802610654513808	1	1	1
regulation of protein modification process	119.057950897745	0.802610044191411	0.8	0.8	1
negative regulation of transcription by competitive promoter binding	123.834892773503	0.802597035390522	0.8	0.8	1
positive regulation of fibroblast proliferation	123.717607804259	0.802595724033212	0.8	0.4	1
RNA-dependent DNA biosynthetic process	119.212697604082	0.802595551989391	0.8	0.8	1
N-glycan processing	119.374066820848	0.802592413733097	1	0.8	1
tolerance induction to self antigen	120.220277440884	0.802588002293498	0.4	0.6	1
common-partner SMAD protein phosphorylation	118.421438802969	0.802585316633329	0.4	0.4	1
positive regulation of nitrogen compound metabolic process	118.981477342572	0.802582133480138	0.8	1	1
protein folding	118.547085952328	0.802565155562655	1	0.8	1
positive regulation of fatty acid biosynthetic process	121.703954172547	0.802564119237059	0.4	0.4	1
positive regulation of cellular metabolic process	118.975903256967	0.80255853105135	0.4	0.4	1
insulin catabolic process	119.02852462227	0.80255581778224	0.2	0.2	1
cellular response to organic cyclic compound	115.017310686434	0.802549385716829	0.4	0.8	1
regulation of heart contraction	120.800796298169	0.802548590183036	0.4	0.2	1
mitotic chromosome condensation	121.85140048735	0.802541968513622	0.6	0.6	1
positive regulation of ATPase activity	117.989080436445	0.802522904257527	0.6	0.8	1
rRNA catabolic process	122.918650587717	0.802521423274339	0.8	0.8	1
cell communication by electrical coupling involved in cardiac conduction	117.41623213479	0.802518536096099	1	1	1
regulation of polysaccharide biosynthetic process	118.576364898117	0.802515277763364	0.8	0.8	1
regulation of intrinsic apoptotic signaling pathway by p53 class mediator	117.148564151233	0.802512393652329	0.4	0.6	1
chitin metabolic process	122.393082776749	0.802508388881427	0.6	0.4	1
chitin catabolic process	122.393082776749	0.802508388881427	0.6	0.6	1
placenta blood vessel development	125.016100694802	0.802500286033217	0.4	0.2	1
endocardium development	123.75593742251	0.802489721167839	0.8	0.6	1
sphingolipid catabolic process	118.606683609306	0.802484783144667	0.2	0.2	1
regulation of long term synaptic depression	118.230777297315	0.802484247859716	0.4	0.6	1
renal water absorption	120.875663201467	0.802479338085958	0.2	0.2	1
positive regulation of peptide secretion	116.166914426951	0.802476063451511	0.8	1	1
microtubule-based process	114.751382388044	0.802475852376145	0.6	1	1
microspike assembly	124.302175284481	0.802469934825485	0.6	0.6	1
L-aspartate import across plasma membrane	122.680348215071	0.802467015463541	0.2	0.2	1
D-aspartate import across plasma membrane	122.680348215071	0.802467015463541	0.4	0.4	1
programmed cell death	115.893147676704	0.8024632143557	0.8	1	1
positive regulation of macromolecule metabolic process	119.005380930808	0.802458305567483	0.8	0.8	1
protein N-linked glycosylation via asparagine	116.946051802589	0.802456812681005	0.8	0.8	1
macromolecule metabolic process	115.735466477693	0.802455250824052	0.6	0.8	1
complement activation, lectin pathway	121.93326587485	0.802455236844495	0.4	0.4	1
chemical synaptic transmission, postsynaptic	117.974445553923	0.802454801835542	1	1	1
negative regulation of muscle cell apoptotic process	119.405614795738	0.802453852534074	0.8	0.8	1
mast cell mediated immunity	117.031120652152	0.802452554890632	0.4	0.8	1
body morphogenesis	117.926650882548	0.802436660023099	0.2	0.6	1
lipid metabolic process	116.291773361846	0.802429016429046	0.6	0.6	1
sialylation	121.612284470446	0.802428132076024	0.8	0.8	1
apoptotic process involved in morphogenesis	118.575297769135	0.802425127001002	0.4	0.8	1
histone methylation	120.462662591499	0.80242354308622	0.8	0.8	1
regulation of cardiac vascular smooth muscle cell differentiation	122.177389789962	0.802421845211339	0.6	0.6	1
organic substance biosynthetic process	117.068721251169	0.802421667469917	1	0.6	1
cardiac epithelial to mesenchymal transition	119.83209070285	0.802415047896215	0.6	0.6	1
establishment of organelle localization	118.085982830959	0.802403090959371	0.6	0.6	1
polyol metabolic process	120.605823847265	0.80239891950175	1	1	1
negative regulation of norepinephrine secretion	117.877831775285	0.802397820071786	0.4	0.4	1
activation of MAPK activity by adrenergic receptor signaling pathway	117.877831775285	0.802397820071786	0.4	0.4	1
lymph vessel development	118.247326092436	0.80239641333169	0.8	0.8	1
